0.000100 0.000001 0.000000,0.004047 0.000975 0.000000,0.007175 0.003572 0.000000,0.008857 0.007273 0.000000,0.008759 0.011337 0.000000,0.006899 0.014952 0.000000,0.003649 0.017395 0.000000,-0.000340 0.018177 0.000000,-0.004271 0.017142 0.000000,-0.007359 0.014497 0.000000,-0.008984 0.010771 0.000000,-0.008823 0.006709 0.000000,-0.006908 0.003123 0.000000,-0.003621 0.000731 0.000000,0.000380 0.000010 0.000000,0.004295 0.001105 0.000000,0.007341 0.003798 0.000000,0.008909 0.007548 0.000000,0.008686 0.011608 0.000000,0.005145 0.016551 0.000000,
0.000100 -0.000000 0.000000,0.004198 -0.000099 0.000000,0.008288 -0.000383 0.000000,0.012361 -0.000851 0.000000,0.016409 -0.001502 0.000000,0.020423 -0.002335 0.000000,0.024395 -0.003348 0.000000,0.028318 -0.004539 0.000000,0.032183 -0.005906 0.000000,0.035983 -0.007446 0.000000,0.039709 -0.009155 0.000000,0.043355 -0.011031 0.000000,0.046912 -0.013069 0.000000,0.050373 -0.015265 0.000000,0.053732 -0.017616 0.000000,0.056982 -0.020115 0.000000,0.060116 -0.022758 0.000000,0.063127 -0.025540 0.000000,0.066010 -0.028455 0.000000,0.070113 -0.033102 0.000000,
0.000100 -0.000000 0.000000,0.004194 -0.000199 0.000000,0.008253 -0.000765 0.000000,0.012245 -0.001694 0.000000,0.016137 -0.002980 0.000000,0.019897 -0.004610 0.000000,0.023495 -0.006573 0.000000,0.026902 -0.008852 0.000000,0.030089 -0.011429 0.000000,0.033032 -0.014282 0.000000,0.035705 -0.017389 0.000000,0.038088 -0.020723 0.000000,0.040160 -0.024259 0.000000,0.041906 -0.027968 0.000000,0.043311 -0.031818 0.000000,0.044363 -0.035779 0.000000,0.045054 -0.039819 0.000000,0.045378 -0.043905 0.000000,0.045333 -0.048003 0.000000,0.044565 -0.054151 0.000000,
0.000100 -0.000000 0.000000,0.004186 -0.000298 0.000000,0.008195 -0.001143 0.000000,0.012053 -0.002522 0.000000,0.015689 -0.004408 0.000000,0.019038 -0.006768 0.000000,0.022039 -0.009558 0.000000,0.024635 -0.012727 0.000000,0.026780 -0.016217 0.000000,0.028435 -0.019965 0.000000,0.029569 -0.023902 0.000000,0.030162 -0.027955 0.000000,0.030203 -0.032052 0.000000,0.029690 -0.036117 0.000000,0.028634 -0.040075 0.000000,0.027054 -0.043855 0.000000,0.024978 -0.047387 0.000000,0.022445 -0.050607 0.000000,0.019501 -0.053456 0.000000,0.014389 -0.056945 0.000000,
0.000100 -0.000000 0.000000,0.004175 -0.000396 0.000000,0.008113 -0.001517 0.000000,0.011787 -0.003326 0.000000,0.015076 -0.005764 0.000000,0.017874 -0.008753 0.000000,0.020090 -0.012196 0.000000,0.021653 -0.015981 0.000000,0.022511 -0.019984 0.000000,0.022637 -0.024077 0.000000,0.022027 -0.028125 0.000000,0.020700 -0.031999 0.000000,0.018700 -0.035571 0.000000,0.016091 -0.038727 0.000000,0.012958 -0.041364 0.000000,0.009404 -0.043395 0.000000,0.005542 -0.044756 0.000000,0.001499 -0.045402 0.000000,-0.002595 -0.045312 0.000000,-0.008586 -0.043791 0.000000,
0.000100 -0.000001 0.000000,0.004161 -0.000494 0.000000,0.008010 -0.001884 0.000000,0.011450 -0.004099 0.000000,0.014307 -0.007026 0.000000,0.016438 -0.010519 0.000000,0.017734 -0.014400 0.000000,0.018130 -0.018472 0.000000,0.017604 -0.022529 0.000000,0.016185 -0.026367 0.000000,0.013944 -0.029790 0.000000,0.010995 -0.032625 0.000000,0.007486 -0.034729 0.000000,0.003595 -0.035995 0.000000,-0.000480 -0.036359 0.000000,-0.004533 -0.035802 0.000000,-0.008360 -0.034354 0.000000,-0.011765 -0.032086 0.000000,-0.014578 -0.029115 0.000000,-0.017397 -0.023627 0.000000,
0.000100 -0.000001 0.000000,0.004144 -0.000592 0.000000,0.007884 -0.002243 0.000000,0.011046 -0.004834 0.000000,0.013400 -0.008175 0.000000,0.014775 -0.012024 0.000000,0.015072 -0.016101 0.000000,0.014268 -0.020109 0.000000,0.012422 -0.023755 0.000000,0.009668 -0.026776 0.000000,0.006207 -0.028951 0.000000,0.002290 -0.030121 0.000000,-0.001796 -0.030202 0.000000,-0.005756 -0.029188 0.000000,-0.009300 -0.027152 0.000000,-0.012171 -0.024242 0.000000,-0.014160 -0.020671 0.000000,-0.015122 -0.016699 0.000000,-0.014987 -0.012613 0.000000,-0.012744 -0.006880 0.000000,
0.000100 -0.000001 0.000000,0.004125 -0.000689 0.000000,0.007737 -0.002593 0.000000,0.010579 -0.005524 0.000000,0.012371 -0.009193 0.000000,0.012935 -0.013237 0.000000,0.012215 -0.017256 0.000000,0.010284 -0.020853 0.000000,0.007331 -0.023673 0.000000,0.003648 -0.025436 0.000000,-0.000400 -0.025969 0.000000,-0.004414 -0.025219 0.000000,-0.007996 -0.023260 0.000000,-0.010793 -0.020285 0.000000,-0.012528 -0.016589 0.000000,-0.013029 -0.012537 0.000000,-0.012248 -0.008529 0.000000,-0.010261 -0.004962 0.000000,-0.007265 -0.002189 0.000000,-0.001497 -0.000081 0.000000,
0.000100 -0.000001 0.000000,0.004102 -0.000785 0.000000,0.007569 -0.002932 0.000000,0.010055 -0.006165 0.000000,0.011239 -0.010066 0.000000,0.010970 -0.014135 0.000000,0.009282 -0.017847 0.000000,0.006393 -0.020724 0.000000,0.002673 -0.022396 0.000000,-0.001397 -0.022647 0.000000,-0.005294 -0.021445 0.000000,-0.008515 -0.018945 0.000000,-0.010646 -0.015468 0.000000,-0.011413 -0.011463 0.000000,-0.010717 -0.007446 0.000000,-0.008647 -0.003932 0.000000,-0.005470 -0.001376 0.000000,-0.001595 -0.000105 0.000000,0.002479 -0.000285 0.000000,0.007861 -0.003206 0.000000,
0.000100 -0.000001 0.000000,0.004076 -0.000881 0.000000,0.007381 -0.003259 0.000000,0.009479 -0.006749 0.000000,0.010028 -0.010784 0.000000,0.008939 -0.014708 0.000000,0.006390 -0.017883 0.000000,0.002794 -0.019793 0.000000,-0.001264 -0.020129 0.000000,-0.005125 -0.018835 0.000000,-0.008161 -0.016121 0.000000,-0.009879 -0.012430 0.000000,-0.010000 -0.008360 0.000000,-0.008504 -0.004572 0.000000,-0.005634 -0.001684 0.000000,-0.001857 -0.000163 0.000000,0.002214 -0.000257 0.000000,0.005917 -0.001951 0.000000,0.008650 -0.004969 0.000000,0.010018 -0.010917 0.000000,
0.000100 -0.000001 0.000000,0.004047 -0.000975 0.000000,0.007175 -0.003572 0.000000,0.008857 -0.007273 0.000000,0.008759 -0.011337 0.000000,0.006899 -0.014952 0.000000,0.003649 -0.017395 0.000000,-0.000340 -0.018177 0.000000,-0.004271 -0.017142 0.000000,-0.007359 -0.014497 0.000000,-0.008984 -0.010771 0.000000,-0.008823 -0.006709 0.000000,-0.006908 -0.003123 0.000000,-0.003621 -0.000731 0.000000,0.000380 -0.000010 0.000000,0.004295 -0.001105 0.000000,0.007341 -0.003798 0.000000,0.008909 -0.007548 0.000000,0.008686 -0.011608 0.000000,0.005145 -0.016551 0.000000,
0.001575 0.000000 0.000000,0.066150 0.000000 0.000000,0.130725 0.000000 0.000000,0.195300 0.000000 0.000000,0.259875 0.000000 0.000000,0.324450 0.000000 0.000000,0.389025 0.000000 0.000000,0.453600 0.000000 0.000000,0.518175 0.000000 0.000000,0.582750 0.000000 0.000000,0.647325 0.000000 0.000000,0.711900 0.000000 0.000000,0.776475 0.000000 0.000000,0.841050 0.000000 0.000000,0.905625 0.000000 0.000000,0.970200 0.000000 0.000000,1.034775 0.000000 0.000000,1.099350 0.000000 0.000000,1.163925 0.000000 0.000000,1.261575 0.000000 0.000000,
0.001575 0.000002 0.000000,0.066126 0.001564 0.000000,0.130540 0.006035 0.000000,0.194688 0.013406 0.000000,0.258438 0.023661 0.000000,0.321660 0.036780 0.000000,0.384227 0.052736 0.000000,0.446011 0.071497 0.000000,0.506887 0.093024 0.000000,0.566730 0.117273 0.000000,0.625418 0.144196 0.000000,0.682834 0.173738 0.000000,0.738859 0.205838 0.000000,0.793380 0.240431 0.000000,0.846285 0.277448 0.000000,0.897469 0.316812 0.000000,0.946825 0.358443 0.000000,0.994254 0.402257 0.000000,1.039660 0.448165 0.000000,1.104274 0.521356 0.000000,
0.001575 0.000003 0.000000,0.066053 0.003127 0.000000,0.129987 0.012045 0.000000,0.192857 0.026686 0.000000,0.254154 0.046931 0.000000,0.313377 0.072615 0.000000,0.370047 0.103530 0.000000,0.423701 0.139423 0.000000,0.473904 0.180004 0.000000,0.520247 0.224941 0.000000,0.562354 0.273871 0.000000,0.599883 0.326394 0.000000,0.632527 0.382085 0.000000,0.660023 0.440490 0.000000,0.682146 0.501134 0.000000,0.698716 0.563524 0.000000,0.709599 0.627153 0.000000,0.714706 0.691504 0.000000,0.713995 0.756053 0.000000,0.701898 0.852874 0.000000,
0.001575 0.000005 0.000000,0.065931 0.004686 0.000000,0.129067 0.018004 0.000000,0.189830 0.039717 0.000000,0.247109 0.069428 0.000000,0.299856 0.106593 0.000000,0.347109 0.150534 0.000000,0.388002 0.200447 0.000000,0.421789 0.255420 0.000000,0.447852 0.314448 0.000000,0.465715 0.376452 0.000000,0.475051 0.440299 0.000000,0.475690 0.504821 0.000000,0.467619 0.568840 0.000000,0.450987 0.631186 0.000000,0.426097 0.690718 0.000000,0.393405 0.746349 0.000000,0.353507 0.797061 0.000000,0.307134 0.841928 0.000000,0.226622 0.896885 0.000000,
0.001575 0.000007 0.000000,0.065761 0.006240 0.000000,0.127786 0.023887 0.000000,0.185639 0.052378 0.000000,0.237441 0.090786 0.000000,0.281511 0.137865 0.000000,0.316419 0.192088 0.000000,0.341032 0.251694 0.000000,0.354550 0.314748 0.000000,0.356536 0.379205 0.000000,0.346924 0.442973 0.000000,0.326027 0.503980 0.000000,0.294523 0.560249 0.000000,0.253435 0.609952 0.000000,0.204095 0.651475 0.000000,0.148106 0.683473 0.000000,0.087284 0.704905 0.000000,0.023603 0.715077 0.000000,-0.040868 0.713658 0.000000,-0.135223 0.689705 0.000000,
0.001575 0.000009 0.000000,0.065542 0.007787 0.000000,0.126151 0.029670 0.000000,0.180332 0.064552 0.000000,0.225342 0.110665 0.000000,0.258902 0.165674 0.000000,0.279312 0.226795 0.000000,0.285540 0.290931 0.000000,0.277269 0.354837 0.000000,0.254919 0.415275 0.000000,0.219622 0.469186 0.000000,0.173163 0.513839 0.000000,0.117897 0.546974 0.000000,0.056621 0.566913 0.000000,-0.007561 0.572647 0.000000,-0.071401 0.563884 0.000000,-0.131665 0.541069 0.000000,-0.185303 0.505357 0.000000,-0.229597 0.458556 0.000000,-0.274009 0.372121 0.000000,
0.001575 0.000010 0.000000,0.065276 0.009325 0.000000,0.124169 0.035329 0.000000,0.173967 0.076129 0.000000,0.211048 0.128756 0.000000,0.232711 0.189380 0.000000,0.237380 0.253589 0.000000,0.224716 0.316710 0.000000,0.195640 0.374148 0.000000,0.152269 0.421724 0.000000,0.097758 0.455975 0.000000,0.036075 0.474408 0.000000,-0.028291 0.475682 0.000000,-0.090655 0.459704 0.000000,-0.146478 0.427637 0.000000,-0.191699 0.381815 0.000000,-0.223025 0.325573 0.000000,-0.238177 0.263003 0.000000,-0.236052 0.198660 0.000000,-0.200723 0.108354 0.000000,
0.001575 0.000012 0.000000,0.064962 0.010854 0.000000,0.121850 0.040840 0.000000,0.166616 0.087007 0.000000,0.194836 0.144792 0.000000,0.203721 0.208482 0.000000,0.192391 0.271784 0.000000,0.161967 0.328439 0.000000,0.115457 0.372849 0.000000,0.057456 0.400623 0.000000,-0.006301 0.409016 0.000000,-0.069513 0.397199 0.000000,-0.125932 0.366340 0.000000,-0.169982 0.319489 0.000000,-0.197309 0.261276 0.000000,-0.205211 0.197456 0.000000,-0.192907 0.134337 0.000000,-0.161614 0.078157 0.000000,-0.114425 0.034469 0.000000,-0.023575 0.001272 0.000000,
0.001575 0.000014 0.000000,0.064601 0.012370 0.000000,0.119206 0.046181 0.000000,0.158360 0.097091 0.000000,0.177021 0.158546 0.000000,0.172784 0.222632 0.000000,0.146197 0.281096 0.000000,0.100683 0.326410 0.000000,0.042102 0.352739 0.000000,-0.022001 0.356692 0.000000,-0.083373 0.337761 0.000000,-0.134111 0.298383 0.000000,-0.167680 0.243629 0.000000,-0.179758 0.180549 0.000000,-0.168791 0.117267 0.000000,-0.136189 0.061931 0.000000,-0.086152 0.021667 0.000000,-0.025122 0.001660 0.000000,0.039041 0.004486 0.000000,0.123807 0.050488 0.000000,
0.001575 0.000016 0.000000,0.064193 0.013874 0.000000,0.116251 0.051330 0.000000,0.149290 0.106298 0.000000,0.157940 0.169845 0.000000,0.140797 0.231644 0.000000,0.100645 0.281652 0.000000,0.044010 0.311744 0.000000,-0.019905 0.317028 0.000000,-0.080713 0.296647 0.000000,-0.128533 0.253912 0.000000,-0.155593 0.195768 0.000000,-0.157497 0.131663 0.000000,-0.133935 0.072015 0.000000,-0.088735 0.026518 0.000000,-0.029244 0.002564 0.000000,0.034872 0.004046 0.000000,0.093193 0.030724 0.000000,0.136241 0.078261 0.000000,0.157784 0.171941 0.000000,
0.001575 0.000017 0.000000,0.063739 0.015362 0.000000,0.112999 0.056267 0.000000,0.139504 0.114553 0.000000,0.137954 0.178563 0.000000,0.108660 0.235498 0.000000,0.057478 0.273972 0.000000,-0.005355 0.286290 0.000000,-0.067275 0.269990 0.000000,-0.115899 0.228331 0.000000,-0.141503 0.169643 0.000000,-0.138968 0.105664 0.000000,-0.108799 0.049187 0.000000,-0.057031 0.011507 0.000000,0.005985 0.000158 0.000000,0.067646 0.017410 0.000000,0.115622 0.059814 0.000000,0.140319 0.118888 0.000000,0.136798 0.182821 0.000000,0.081035 0.260681 0.000000,
0.001575 -0.000002 0.000000,0.066126 -0.001564 0.000000,0.130540 -0.006035 0.000000,0.194688 -0.013406 0.000000,0.258438 -0.023661 0.000000,0.321660 -0.036780 0.000000,0.384227 -0.052736 0.000000,0.446011 -0.071497 0.000000,0.506887 -0.093024 0.000000,0.566730 -0.117273 0.000000,0.625418 -0.144196 0.000000,0.682834 -0.173738 0.000000,0.738859 -0.205838 0.000000,0.793380 -0.240431 0.000000,0.846285 -0.277448 0.000000,0.897469 -0.316812 0.000000,0.946825 -0.358443 0.000000,0.994254 -0.402257 0.000000,1.039660 -0.448165 0.000000,1.104274 -0.521356 0.000000,
0.001575 -0.000003 0.000000,0.066053 -0.003127 0.000000,0.129987 -0.012045 0.000000,0.192857 -0.026686 0.000000,0.254154 -0.046931 0.000000,0.313377 -0.072615 0.000000,0.370047 -0.103530 0.000000,0.423701 -0.139423 0.000000,0.473904 -0.180004 0.000000,0.520247 -0.224941 0.000000,0.562354 -0.273871 0.000000,0.599883 -0.326394 0.000000,0.632527 -0.382085 0.000000,0.660023 -0.440490 0.000000,0.682146 -0.501134 0.000000,0.698716 -0.563524 0.000000,0.709599 -0.627153 0.000000,0.714706 -0.691504 0.000000,0.713995 -0.756053 0.000000,0.701898 -0.852874 0.000000,
0.001575 -0.000005 0.000000,0.065931 -0.004686 0.000000,0.129067 -0.018004 0.000000,0.189830 -0.039717 0.000000,0.247109 -0.069428 0.000000,0.299856 -0.106593 0.000000,0.347109 -0.150534 0.000000,0.388002 -0.200447 0.000000,0.421789 -0.255420 0.000000,0.447852 -0.314448 0.000000,0.465715 -0.376452 0.000000,0.475051 -0.440299 0.000000,0.475690 -0.504821 0.000000,0.467619 -0.568840 0.000000,0.450987 -0.631186 0.000000,0.426097 -0.690718 0.000000,0.393405 -0.746349 0.000000,0.353507 -0.797061 0.000000,0.307134 -0.841928 0.000000,0.226622 -0.896885 0.000000,
0.001575 -0.000007 0.000000,0.065761 -0.006240 0.000000,0.127786 -0.023887 0.000000,0.185639 -0.052378 0.000000,0.237441 -0.090786 0.000000,0.281511 -0.137865 0.000000,0.316419 -0.192088 0.000000,0.341032 -0.251694 0.000000,0.354550 -0.314748 0.000000,0.356536 -0.379205 0.000000,0.346924 -0.442973 0.000000,0.326027 -0.503980 0.000000,0.294523 -0.560249 0.000000,0.253435 -0.609952 0.000000,0.204095 -0.651475 0.000000,0.148106 -0.683473 0.000000,0.087284 -0.704905 0.000000,0.023603 -0.715077 0.000000,-0.040868 -0.713658 0.000000,-0.135223 -0.689705 0.000000,
0.001575 -0.000009 0.000000,0.065542 -0.007787 0.000000,0.126151 -0.029670 0.000000,0.180332 -0.064552 0.000000,0.225342 -0.110665 0.000000,0.258902 -0.165674 0.000000,0.279312 -0.226795 0.000000,0.285540 -0.290931 0.000000,0.277269 -0.354837 0.000000,0.254919 -0.415275 0.000000,0.219622 -0.469186 0.000000,0.173163 -0.513839 0.000000,0.117897 -0.546974 0.000000,0.056621 -0.566913 0.000000,-0.007561 -0.572647 0.000000,-0.071401 -0.563884 0.000000,-0.131665 -0.541069 0.000000,-0.185303 -0.505357 0.000000,-0.229597 -0.458556 0.000000,-0.274009 -0.372121 0.000000,
0.001575 -0.000010 0.000000,0.065276 -0.009325 0.000000,0.124169 -0.035329 0.000000,0.173967 -0.076129 0.000000,0.211048 -0.128756 0.000000,0.232711 -0.189380 0.000000,0.237380 -0.253589 0.000000,0.224716 -0.316710 0.000000,0.195640 -0.374148 0.000000,0.152269 -0.421724 0.000000,0.097758 -0.455975 0.000000,0.036075 -0.474408 0.000000,-0.028291 -0.475682 0.000000,-0.090655 -0.459704 0.000000,-0.146478 -0.427637 0.000000,-0.191699 -0.381815 0.000000,-0.223025 -0.325573 0.000000,-0.238177 -0.263003 0.000000,-0.236052 -0.198660 0.000000,-0.200723 -0.108354 0.000000,
0.001575 -0.000012 0.000000,0.064962 -0.010854 0.000000,0.121850 -0.040840 0.000000,0.166616 -0.087007 0.000000,0.194836 -0.144792 0.000000,0.203721 -0.208482 0.000000,0.192391 -0.271784 0.000000,0.161967 -0.328439 0.000000,0.115457 -0.372849 0.000000,0.057456 -0.400623 0.000000,-0.006301 -0.409016 0.000000,-0.069513 -0.397199 0.000000,-0.125932 -0.366340 0.000000,-0.169982 -0.319489 0.000000,-0.197309 -0.261276 0.000000,-0.205211 -0.197456 0.000000,-0.192907 -0.134337 0.000000,-0.161614 -0.078157 0.000000,-0.114425 -0.034469 0.000000,-0.023575 -0.001272 0.000000,
0.001575 -0.000014 0.000000,0.064601 -0.012370 0.000000,0.119206 -0.046181 0.000000,0.158360 -0.097091 0.000000,0.177021 -0.158546 0.000000,0.172784 -0.222632 0.000000,0.146197 -0.281096 0.000000,0.100683 -0.326410 0.000000,0.042102 -0.352739 0.000000,-0.022001 -0.356692 0.000000,-0.083373 -0.337761 0.000000,-0.134111 -0.298383 0.000000,-0.167680 -0.243629 0.000000,-0.179758 -0.180549 0.000000,-0.168791 -0.117267 0.000000,-0.136189 -0.061931 0.000000,-0.086152 -0.021667 0.000000,-0.025122 -0.001660 0.000000,0.039041 -0.004486 0.000000,0.123807 -0.050488 0.000000,
0.001575 -0.000016 0.000000,0.064193 -0.013874 0.000000,0.116251 -0.051330 0.000000,0.149290 -0.106298 0.000000,0.157940 -0.169845 0.000000,0.140797 -0.231644 0.000000,0.100645 -0.281652 0.000000,0.044010 -0.311744 0.000000,-0.019905 -0.317028 0.000000,-0.080713 -0.296647 0.000000,-0.128533 -0.253912 0.000000,-0.155593 -0.195768 0.000000,-0.157497 -0.131663 0.000000,-0.133935 -0.072015 0.000000,-0.088735 -0.026518 0.000000,-0.029244 -0.002564 0.000000,0.034872 -0.004046 0.000000,0.093193 -0.030724 0.000000,0.136241 -0.078261 0.000000,0.157784 -0.171941 0.000000,
0.001575 -0.000017 0.000000,0.063739 -0.015362 0.000000,0.112999 -0.056267 0.000000,0.139504 -0.114553 0.000000,0.137954 -0.178563 0.000000,0.108660 -0.235498 0.000000,0.057478 -0.273972 0.000000,-0.005355 -0.286290 0.000000,-0.067275 -0.269990 0.000000,-0.115899 -0.228331 0.000000,-0.141503 -0.169643 0.000000,-0.138968 -0.105664 0.000000,-0.108799 -0.049187 0.000000,-0.057031 -0.011507 0.000000,0.005985 -0.000158 0.000000,0.067646 -0.017410 0.000000,0.115622 -0.059814 0.000000,0.140319 -0.118888 0.000000,0.136798 -0.182821 0.000000,0.081035 -0.260681 0.000000,
0.003050 0.000000 0.000000,0.128100 0.000000 0.000000,0.253150 0.000000 0.000000,0.378200 0.000000 0.000000,0.503250 0.000000 0.000000,0.628300 0.000000 0.000000,0.753350 0.000000 0.000000,0.878400 0.000000 0.000000,1.003450 0.000000 0.000000,1.128500 0.000000 0.000000,1.253550 0.000000 0.000000,1.378600 0.000000 0.000000,1.503650 0.000000 0.000000,1.628700 0.000000 0.000000,1.753750 0.000000 0.000000,1.878800 0.000000 0.000000,2.003850 0.000000 0.000000,2.128900 0.000000 0.000000,2.253950 0.000000 0.000000,2.443050 0.000000 0.000000,
0.003050 0.000003 0.000000,0.128053 0.003029 0.000000,0.252792 0.011687 0.000000,0.377014 0.025961 0.000000,0.500466 0.045820 0.000000,0.622898 0.071225 0.000000,0.744059 0.102124 0.000000,0.863705 0.138454 0.000000,0.981590 0.180141 0.000000,1.097477 0.227101 0.000000,1.211128 0.279237 0.000000,1.322313 0.336445 0.000000,1.430806 0.398607 0.000000,1.536386 0.465597 0.000000,1.638839 0.537280 0.000000,1.737955 0.613508 0.000000,1.833534 0.694128 0.000000,1.925381 0.778974 0.000000,2.013310 0.867876 0.000000,2.138436 1.009609 0.000000,
