0.01,0
0.01,0.11
0.01,0.22
0.01,0.33
0.01,0.44
0.01,0.55
0.01,0.66
0.01,0.77
0.01,0.88
0.01,0.99
0.01,1.1
0.01,-0.11
0.01,-0.22
0.01,-0.33
0.01,-0.44
0.01,-0.55
0.01,-0.66
0.01,-0.77
0.01,-0.88
0.01,-0.99
0.01,-1.1
0.1575,0
0.1575,0.11
0.1575,0.22
0.1575,0.33
0.1575,0.44
0.1575,0.55
0.1575,0.66
0.1575,0.77
0.1575,0.88
0.1575,0.99
0.1575,1.1
0.1575,-0.11
0.1575,-0.22
0.1575,-0.33
0.1575,-0.44
0.1575,-0.55
0.1575,-0.66
0.1575,-0.77
0.1575,-0.88
0.1575,-0.99
0.1575,-1.1
0.305,0
0.305,0.11
0.305,0.22
0.305,0.33
0.305,0.44
0.305,0.55
0.305,0.66
0.305,0.77
0.305,0.88
0.305,0.99
0.305,1.1
0.305,-0.11
0.305,-0.22
0.305,-0.33
0.305,-0.44
0.305,-0.55
0.305,-0.66
0.305,-0.77
0.305,-0.88
0.305,-0.99
0.305,-1.1
0.4525,0
0.4525,0.11
0.4525,0.22
0.4525,0.33
0.4525,0.44
0.4525,0.55
0.4525,0.66
0.4525,0.77
0.4525,0.88
0.4525,0.99
0.4525,1.1
0.4525,-0.11
0.4525,-0.22
0.4525,-0.33
0.4525,-0.44
0.4525,-0.55
0.4525,-0.66
0.4525,-0.77
0.4525,-0.88
0.4525,-0.99
0.4525,-1.1
0.6,0
0.6,0.11
0.6,0.22
0.6,0.33
0.6,0.44
0.6,0.55
0.6,0.66
0.6,0.77
0.6,0.88
0.6,0.99
0.6,1.1
0.6,-0.11
0.6,-0.22
0.6,-0.33
0.6,-0.44
0.6,-0.55
0.6,-0.66
0.6,-0.77
0.6,-0.88
0.6,-0.99
0.6,-1.1
