0.003775 0.000045 0.000000,0.148380 0.038204 0.000000,0.259024 0.138826 0.000000,0.310699 0.279171 0.000000,0.209208 0.547823 0.000000,
0.003775 0.000053 0.000000,0.146110 0.044238 0.000000,0.243234 0.157281 0.000000,0.265475 0.304648 0.000000,0.086660 0.524330 0.000000,
0.003775 0.000060 0.000000,0.143516 0.050122 0.000000,0.225705 0.173729 0.000000,0.217811 0.321956 0.000000,-0.017544 0.471352 0.000000,
0.003774 0.000068 0.000000,0.140608 0.055835 0.000000,0.206709 0.187987 0.000000,0.169265 0.330925 0.000000,-0.096384 0.396946 0.000000,
0.003774 0.000075 0.000000,0.137399 0.061359 0.000000,0.186535 0.199912 0.000000,0.121376 0.331691 0.000000,-0.145963 0.310686 0.000000,
0.003775 -0.000008 0.000000,0.154595 -0.006497 0.000000,0.304414 -0.025018 0.000000,0.452274 -0.055453 0.000000,0.734878 -0.149732 0.000000,
0.003775 -0.000015 0.000000,0.154057 -0.012971 0.000000,0.300355 -0.049705 0.000000,0.438932 -0.109277 0.000000,0.676431 -0.287587 0.000000,
0.003775 -0.000023 0.000000,0.153161 -0.019401 0.000000,0.293660 -0.073734 0.000000,0.417216 -0.159906 0.000000,0.585203 -0.402941 0.000000,
0.003775 -0.000030 0.000000,0.151913 -0.025764 0.000000,0.284436 -0.096791 0.000000,0.387889 -0.205900 0.000000,0.469729 -0.487538 0.000000,
0.003775 -0.000038 0.000000,0.150317 -0.032039 0.000000,0.272830 -0.118580 0.000000,0.351971 -0.245999 0.000000,0.340584 -0.536307 0.000000,
0.003775 -0.000045 0.000000,0.148380 -0.038204 0.000000,0.259024 -0.138826 0.000000,0.310699 -0.279171 0.000000,0.209208 -0.547823 0.000000,
0.003775 -0.000053 0.000000,0.146110 -0.044238 0.000000,0.243234 -0.157281 0.000000,0.265475 -0.304648 0.000000,0.086660 -0.524330 0.000000,
0.003775 -0.000060 0.000000,0.143516 -0.050122 0.000000,0.225705 -0.173729 0.000000,0.217811 -0.321956 0.000000,-0.017544 -0.471352 0.000000,
0.003774 -0.000068 0.000000,0.140608 -0.055835 0.000000,0.206709 -0.187987 0.000000,0.169265 -0.330925 0.000000,-0.096384 -0.396946 0.000000,
0.003774 -0.000075 0.000000,0.137399 -0.061359 0.000000,0.186535 -0.199912 0.000000,0.121376 -0.331691 0.000000,-0.145963 -0.310686 0.000000,
0.005000 0.000000 0.000000,0.205000 0.000000 0.000000,0.405000 0.000000 0.000000,0.605000 0.000000 0.000000,1.000000 0.000000 0.000000,
0.005000 0.000010 0.000000,0.204762 0.008605 0.000000,0.403198 0.033137 0.000000,0.599039 0.073448 0.000000,0.973348 0.198321 0.000000,
0.005000 0.000020 0.000000,0.204048 0.017180 0.000000,0.397821 0.065834 0.000000,0.581366 0.144737 0.000000,0.895936 0.380909 0.000000,
0.005000 0.000030 0.000000,0.202863 0.025697 0.000000,0.388953 0.097661 0.000000,0.552604 0.211796 0.000000,0.775103 0.533697 0.000000,
0.005000 0.000040 0.000000,0.201210 0.034125 0.000000,0.376737 0.128200 0.000000,0.513761 0.272715 0.000000,0.622157 0.645745 0.000000,
0.005000 0.000050 0.000000,0.199096 0.042436 0.000000,0.361364 0.157060 0.000000,0.466187 0.325827 0.000000,0.451105 0.710341 0.000000,
0.005000 0.000060 0.000000,0.196530 0.050601 0.000000,0.343078 0.183876 0.000000,0.411521 0.369763 0.000000,0.277096 0.725594 0.000000,
0.005000 0.000070 0.000000,0.193523 0.058594 0.000000,0.322164 0.208320 0.000000,0.351623 0.403507 0.000000,0.114781 0.694477 0.000000,
0.004999 0.000080 0.000000,0.190087 0.066387 0.000000,0.298947 0.230104 0.000000,0.288492 0.426432 0.000000,-0.023237 0.624308 0.000000,
0.004999 0.000090 0.000000,0.186236 0.073954 0.000000,0.273787 0.248989 0.000000,0.224192 0.438312 0.000000,-0.127661 0.525757 0.000000,
0.004999 0.000100 0.000000,0.181986 0.081270 0.000000,0.247066 0.264784 0.000000,0.160763 0.439326 0.000000,-0.193328 0.411505 0.000000,
0.005000 -0.000010 0.000000,0.204762 -0.008605 0.000000,0.403198 -0.033137 0.000000,0.599039 -0.073448 0.000000,0.973348 -0.198321 0.000000,
0.005000 -0.000020 0.000000,0.204048 -0.017180 0.000000,0.397821 -0.065834 0.000000,0.581366 -0.144737 0.000000,0.895936 -0.380909 0.000000,
0.005000 -0.000030 0.000000,0.202863 -0.025697 0.000000,0.388953 -0.097661 0.000000,0.552604 -0.211796 0.000000,0.775103 -0.533697 0.000000,
0.005000 -0.000040 0.000000,0.201210 -0.034125 0.000000,0.376737 -0.128200 0.000000,0.513761 -0.272715 0.000000,0.622157 -0.645745 0.000000,
0.005000 -0.000050 0.000000,0.199096 -0.042436 0.000000,0.361364 -0.157060 0.000000,0.466187 -0.325827 0.000000,0.451105 -0.710341 0.000000,
0.005000 -0.000060 0.000000,0.196530 -0.050601 0.000000,0.343078 -0.183876 0.000000,0.411521 -0.369763 0.000000,0.277096 -0.725594 0.000000,
0.005000 -0.000070 0.000000,0.193523 -0.058594 0.000000,0.322164 -0.208320 0.000000,0.351623 -0.403507 0.000000,0.114781 -0.694477 0.000000,
0.004999 -0.000080 0.000000,0.190087 -0.066387 0.000000,0.298947 -0.230104 0.000000,0.288492 -0.426432 0.000000,-0.023237 -0.624308 0.000000,
0.004999 -0.000090 0.000000,0.186236 -0.073954 0.000000,0.273787 -0.248989 0.000000,0.224192 -0.438312 0.000000,-0.127661 -0.525757 0.000000,
0.004999 -0.000100 0.000000,0.181986 -0.081270 0.000000,0.247066 -0.264784 0.000000,0.160763 -0.439326 0.000000,-0.193328 -0.411505 0.000000,
