0.000100 0.000000 0.000000,0.004200 0.000000 0.000000,0.008300 0.000000 0.000000,0.012400 0.000000 0.000000,0.016500 0.000000 0.000000,0.020600 0.000000 0.000000,0.024700 0.000000 0.000000,0.028800 0.000000 0.000000,0.032900 0.000000 0.000000,0.037000 0.000000 0.000000,0.041100 0.000000 0.000000,0.045200 0.000000 0.000000,0.049300 0.000000 0.000000,0.053400 0.000000 0.000000,0.057500 0.000000 0.000000,0.061600 0.000000 0.000000,0.065700 0.000000 0.000000,0.069800 0.000000 0.000000,0.073900 0.000000 0.000000,0.080100 0.000000 0.000000,
0.000100 0.000000 0.000000,0.004200 0.000032 0.000000,0.008299 0.000122 0.000000,0.012396 0.000271 0.000000,0.016491 0.000479 0.000000,0.020582 0.000746 0.000000,0.024669 0.001071 0.000000,0.028751 0.001455 0.000000,0.032827 0.001898 0.000000,0.036896 0.002399 0.000000,0.040958 0.002958 0.000000,0.045011 0.003576 0.000000,0.049055 0.004251 0.000000,0.053089 0.004985 0.000000,0.057112 0.005776 0.000000,0.061123 0.006625 0.000000,0.065121 0.007532 0.000000,0.069106 0.008496 0.000000,0.073077 0.009517 0.000000,0.079053 0.011169 0.000000,
0.000100 0.000000 0.000000,0.004199 0.000063 0.000000,0.008295 0.000244 0.000000,0.012384 0.000542 0.000000,0.016463 0.000958 0.000000,0.020528 0.001490 0.000000,0.024576 0.002139 0.000000,0.028604 0.002903 0.000000,0.032609 0.003783 0.000000,0.036586 0.004778 0.000000,0.040533 0.005886 0.000000,0.044447 0.007107 0.000000,0.048324 0.008440 0.000000,0.052162 0.009883 0.000000,0.055956 0.011436 0.000000,0.059704 0.013097 0.000000,0.063403 0.014865 0.000000,0.067050 0.016739 0.000000,0.070641 0.018716 0.000000,0.075961 0.021900 0.000000,
0.000100 0.000000 0.000000,0.004199 0.000095 0.000000,0.008289 0.000366 0.000000,0.012365 0.000813 0.000000,0.016417 0.001434 0.000000,0.020439 0.002230 0.000000,0.024422 0.003198 0.000000,0.028361 0.004336 0.000000,0.032247 0.005643 0.000000,0.036073 0.007116 0.000000,0.039832 0.008752 0.000000,0.043517 0.010549 0.000000,0.047121 0.012502 0.000000,0.050638 0.014609 0.000000,0.054061 0.016865 0.000000,0.057384 0.019267 0.000000,0.060600 0.021809 0.000000,0.063704 0.024487 0.000000,0.066690 0.027296 0.000000,0.070968 0.031782 0.000000,
0.000100 0.000000 0.000000,0.004197 0.000126 0.000000,0.008281 0.000487 0.000000,0.012337 0.001082 0.000000,0.016352 0.001909 0.000000,0.020314 0.002964 0.000000,0.024208 0.004245 0.000000,0.028022 0.005747 0.000000,0.031744 0.007466 0.000000,0.035361 0.009395 0.000000,0.038861 0.011529 0.000000,0.042234 0.013860 0.000000,0.045467 0.016380 0.000000,0.048550 0.019082 0.000000,0.051473 0.021957 0.000000,0.054226 0.024994 0.000000,0.056800 0.028184 0.000000,0.059188 0.031517 0.000000,0.061380 0.034981 0.000000,0.064308 0.040443 0.000000,
0.000100 0.000000 0.000000,0.004196 0.000158 0.000000,0.008270 0.000609 0.000000,0.012302 0.001351 0.000000,0.016270 0.002380 0.000000,0.020153 0.003691 0.000000,0.023933 0.005277 0.000000,0.027590 0.007129 0.000000,0.031104 0.009240 0.000000,0.034458 0.011596 0.000000,0.037634 0.014187 0.000000,0.040617 0.016999 0.000000,0.043390 0.020018 0.000000,0.045940 0.023228 0.000000,0.048253 0.026612 0.000000,0.050317 0.030153 0.000000,0.052123 0.033833 0.000000,0.053659 0.037633 0.000000,0.054920 0.041534 0.000000,0.056287 0.047578 0.000000,
0.000100 0.000000 0.000000,0.004194 0.000190 0.000000,0.008257 0.000730 0.000000,0.012259 0.001618 0.000000,0.016169 0.002847 0.000000,0.019959 0.004408 0.000000,0.023601 0.006288 0.000000,0.027067 0.008475 0.000000,0.030333 0.010952 0.000000,0.033373 0.013701 0.000000,0.036166 0.016701 0.000000,0.038691 0.019930 0.000000,0.040929 0.023364 0.000000,0.042863 0.026977 0.000000,0.044479 0.030744 0.000000,0.045765 0.034636 0.000000,0.046712 0.038624 0.000000,0.047312 0.042678 0.000000,0.047561 0.046769 0.000000,0.047269 0.052958 0.000000,
0.000100 0.000000 0.000000,0.004192 0.000221 0.000000,0.008242 0.000851 0.000000,0.012208 0.001884 0.000000,0.016050 0.003310 0.000000,0.019730 0.005113 0.000000,0.023211 0.007277 0.000000,0.026457 0.009778 0.000000,0.029436 0.012593 0.000000,0.032118 0.015692 0.000000,0.034475 0.019045 0.000000,0.036484 0.022617 0.000000,0.038125 0.026372 0.000000,0.039381 0.030273 0.000000,0.040240 0.034280 0.000000,0.040692 0.038354 0.000000,0.040734 0.042452 0.000000,0.040364 0.046533 0.000000,0.039587 0.050557 0.000000,0.037657 0.056443 0.000000,
0.000100 0.000000 0.000000,0.004190 0.000253 0.000000,0.008224 0.000972 0.000000,0.012149 0.002148 0.000000,0.015914 0.003766 0.000000,0.019468 0.005805 0.000000,0.022766 0.008238 0.000000,0.025763 0.011032 0.000000,0.028421 0.014152 0.000000,0.030703 0.017555 0.000000,0.032581 0.021197 0.000000,0.034029 0.025031 0.000000,0.035028 0.029005 0.000000,0.035566 0.033067 0.000000,0.035635 0.037164 0.000000,0.035234 0.041242 0.000000,0.034368 0.045247 0.000000,0.033050 0.049127 0.000000,0.031296 0.052830 0.000000,0.027868 0.057987 0.000000,
0.000100 0.000000 0.000000,0.004187 0.000284 0.000000,0.008204 0.001092 0.000000,0.012083 0.002410 0.000000,0.015760 0.004217 0.000000,0.019174 0.006483 0.000000,0.022268 0.009169 0.000000,0.024990 0.012231 0.000000,0.027295 0.015619 0.000000,0.029144 0.019275 0.000000,0.030507 0.023139 0.000000,0.031361 0.027146 0.000000,0.031692 0.031229 0.000000,0.031494 0.035322 0.000000,0.030771 0.039355 0.000000,0.029534 0.043261 0.000000,0.027805 0.046975 0.000000,0.025611 0.050436 0.000000,0.022991 0.053585 0.000000,0.018315 0.057641 0.000000,
