0.01,0
0.01,0.333333
0.01,0.666667
0.01,1
0.01,1.33333
0.01,1.66667
0.01,2
0.01,-0.333333
0.01,-0.666667
0.01,-1
0.01,-1.33333
0.01,-1.66667
0.01,-2
0.049,0
0.049,0.333333
0.049,0.666667
0.049,1
0.049,1.33333
0.049,1.66667
0.049,2
0.049,-0.333333
0.049,-0.666667
0.049,-1
0.049,-1.33333
0.049,-1.66667
0.049,-2
0.088,0
0.088,0.333333
0.088,0.666667
0.088,1
0.088,1.33333
0.088,1.66667
0.088,2
0.088,-0.333333
0.088,-0.666667
0.088,-1
0.088,-1.33333
0.088,-1.66667
0.088,-2
0.127,0
0.127,0.333333
0.127,0.666667
0.127,1
0.127,1.33333
0.127,1.66667
0.127,2
0.127,-0.333333
0.127,-0.666667
0.127,-1
0.127,-1.33333
0.127,-1.66667
0.127,-2
0.166,0
0.166,0.333333
0.166,0.666667
0.166,1
0.166,1.33333
0.166,1.66667
0.166,2
0.166,-0.333333
0.166,-0.666667
0.166,-1
0.166,-1.33333
0.166,-1.66667
0.166,-2
0.205,0
0.205,0.333333
0.205,0.666667
0.205,1
0.205,1.33333
0.205,1.66667
0.205,2
0.205,-0.333333
0.205,-0.666667
0.205,-1
0.205,-1.33333
0.205,-1.66667
0.205,-2
0.244,0
0.244,0.333333
0.244,0.666667
0.244,1
0.244,1.33333
0.244,1.66667
0.244,2
0.244,-0.333333
0.244,-0.666667
0.244,-1
0.244,-1.33333
0.244,-1.66667
0.244,-2
0.283,0
0.283,0.333333
0.283,0.666667
0.283,1
0.283,1.33333
0.283,1.66667
0.283,2
0.283,-0.333333
0.283,-0.666667
0.283,-1
0.283,-1.33333
0.283,-1.66667
0.283,-2
0.322,0
0.322,0.333333
0.322,0.666667
0.322,1
0.322,1.33333
0.322,1.66667
0.322,2
0.322,-0.333333
0.322,-0.666667
0.322,-1
0.322,-1.33333
0.322,-1.66667
0.322,-2
0.361,0
0.361,0.333333
0.361,0.666667
0.361,1
0.361,1.33333
0.361,1.66667
0.361,2
0.361,-0.333333
0.361,-0.666667
0.361,-1
0.361,-1.33333
0.361,-1.66667
0.361,-2
0.4,0
0.4,0.333333
0.4,0.666667
0.4,1
0.4,1.33333
0.4,1.66667
0.4,2
0.4,-0.333333
0.4,-0.666667
0.4,-1
0.4,-1.33333
0.4,-1.66667
0.4,-2
